orgId,user,userId,acct,refreshToken,clientId,groupId,ServiceDefinitionId,password,status
176f04d0-f51f-48c6-b4ca-39e42779a03e,stg_pune_user14@harakirimail.com,vmwareid:671b943c-3d68-4172-ac97-09b14605abe3,stg_pune_user14@harakirimail.com,OxfK7LTd6SOtldXB3QnUWSf637iQBQqA-LlYVkKShC1Jswx7ur82Ykw68XBkzE8-,Ax4fPLJHe3HiM34uofIg4nPvjZfxHL2rf88,cfd229ec-5740-42da-b4cb-a19b4a514128,c49e3d0a-849e-4c00-aae4-063ae272df3b,Test@123,PASS
e345df99-cdbd-4b6a-b6c3-cc33ea2fc35c,stg_pune_user8@harakirimail.com,vmwareid:3d03c4c9-de09-456b-bf6a-bfb7672ca633,stg_pune_user8@harakirimail.com,5vKPN1roU3JHpK1JJ7sBoqMQROI4qzvLu6vnDDDu60J4ZMHPiJaWmDLVVID98yqL,MNG6QTTCgHwkoWHnPTsDjj8TNQrViwEgHjc,65c96712-1e80-4c15-bb82-48f7cca12433,YQIuNVm1L4TkJS393ba_NqNt9-g_,Test@123,PASS
176f04d0-f51f-48c6-b4ca-39e42779a03e,stg_pune_user15@harakirimail.com,vmwareid:a7b45c6a-4253-4195-a2d4-4de0d182118a,stg_pune_user15@harakirimail.com,OrLMEdHmIzA_12qbmqjLnG1NUsibUSVp5bfYrsQU0K9X29Qh2Qv9wEM8vfuyUBez,Ax4fPLJHe3HiM34uofIg4nPvjZfxHL2rf88,cfd229ec-5740-42da-b4cb-a19b4a514128,c49e3d0a-849e-4c00-aae4-063ae272df3b,Test@123,PASS
176f04d0-f51f-48c6-b4ca-39e42779a03e,stg_pune_user17@harakirimail.com,vmwareid:417b87b2-f292-42a5-b777-712387b063bd,stg_pune_user17@harakirimail.com,K7JLitoSBw2eGcfsfMPq55azLt4B-gd58g8Wf4Do5l3H_HKeV9ZbGRo6_lAY89vG,Ax4fPLJHe3HiM34uofIg4nPvjZfxHL2rf88,cfd229ec-5740-42da-b4cb-a19b4a514128,c49e3d0a-849e-4c00-aae4-063ae272df3b,Test@123,PASS
176f04d0-f51f-48c6-b4ca-39e42779a03e,stg_pune_user19@harakirimail.com,vmwareid:04741d3f-1c22-4b97-9019-6f253ef7e746,stg_pune_user19@harakirimail.com,Yopz4FPg_kN0H2oSFpNplKbDayvo2xdKJ7Ydsz-8cC08POFJcNJoWMsHTsBDx15c,Ax4fPLJHe3HiM34uofIg4nPvjZfxHL2rf88,cfd229ec-5740-42da-b4cb-a19b4a514128,c49e3d0a-849e-4c00-aae4-063ae272df3b,Test@123,PASS
176f04d0-f51f-48c6-b4ca-39e42779a03e,stg_pune_user18@harakirimail.com,vmwareid:602e14e6-1962-4140-8e37-3a88b7241321,stg_pune_user18@harakirimail.com,5NylzmW3-rycLsEYJfq56hPjDbiYpuohYgcHZJqwe0V7YVoXcFw8hvn5XzBYMBWH,Ax4fPLJHe3HiM34uofIg4nPvjZfxHL2rf88,cfd229ec-5740-42da-b4cb-a19b4a514128,c49e3d0a-849e-4c00-aae4-063ae272df3b,Test@123,PASS
1ab87c24-fe9c-4043-84ff-e504d7365248,stg_pune_user23@harakirimail.com,vmwareid:0d21966f-7a92-4e59-92d6-2cfa349e9d5b,stg_pune_user23@harakirimail.com,ROieIstilpbJw-nYn4bdCo2Az4xmkJA9pR3YL8qysqH22bzHLBxaJWBDFnb3NJs3,PQ15myACnNOtoQGhtZAXtiOIFDLMAlEC7om,ac7cadc3-7e48-411d-a996-565d659d04fa,b05a285c-9685-4fff-b287-3e0fc2385651,Test@123,PASS
e345df99-cdbd-4b6a-b6c3-cc33ea2fc35c,stg_pune_user5@harakirimail.com,vmwareid:263bc7e4-e0da-4bdf-95e4-8cf7de99a0e5,stg_pune_user5@harakirimail.com,m1hRdGaEkmL9-i8WYg8UVuF4JUwfAkALPlX7HGD8AEi6N-vV80d_aWJpX89V_5_E,MNG6QTTCgHwkoWHnPTsDjj8TNQrViwEgHjc,65c96712-1e80-4c15-bb82-48f7cca12433,YQIuNVm1L4TkJS393ba_NqNt9-g_,Test@123,PASS
e345df99-cdbd-4b6a-b6c3-cc33ea2fc35c,stg_pune_user1@harakirimail.com,vmwareid:04950a47-dec8-41c3-b444-88fe07cfad6d,stg_pune_user1@harakirimail.com,VpA4BO1x_7OIylzughPgJl1kjip46KQT4lgF95xEDt2v3gJYVhLqbnpLnnmEoOBc,MNG6QTTCgHwkoWHnPTsDjj8TNQrViwEgHjc,65c96712-1e80-4c15-bb82-48f7cca12433,YQIuNVm1L4TkJS393ba_NqNt9-g_,Test@123,PASS
176f04d0-f51f-48c6-b4ca-39e42779a03e,stg_pune_user12@harakirimail.com,vmwareid:081bcd6f-15e4-4584-a826-e7ce875523fd,stg_pune_user12@harakirimail.com,p5kaME8Xlw3kGQhBC3bZq4kBOWEaFQu-gtEZBDMhHjaCCvHQaGutGCAwDTu0-mjp,Ax4fPLJHe3HiM34uofIg4nPvjZfxHL2rf88,cfd229ec-5740-42da-b4cb-a19b4a514128,c49e3d0a-849e-4c00-aae4-063ae272df3b,Test@123,PASS
e345df99-cdbd-4b6a-b6c3-cc33ea2fc35c,stg_pune_user9@harakirimail.com,vmwareid:d2a9c7a1-195d-4e7c-bcae-ff8a719b4162,stg_pune_user9@harakirimail.com,J6xGuJbGWlxKwmQT0F0Pw2IjntXg48t0eYbu-U8YxrDeizyXJjCmsUJ_e9ZXte6C,MNG6QTTCgHwkoWHnPTsDjj8TNQrViwEgHjc,65c96712-1e80-4c15-bb82-48f7cca12433,YQIuNVm1L4TkJS393ba_NqNt9-g_,Test@123,PASS
e345df99-cdbd-4b6a-b6c3-cc33ea2fc35c,stg_pune_user2@harakirimail.com,vmwareid:65999257-bd0e-46d4-9c77-64bb53b849d3,stg_pune_user2@harakirimail.com,OInN-7F-c_OprwFgOzhdl-Drug9-Ux77i6Sc9gLtV3VNoazj_YOeHfK0_zBB-Sts,MNG6QTTCgHwkoWHnPTsDjj8TNQrViwEgHjc,65c96712-1e80-4c15-bb82-48f7cca12433,YQIuNVm1L4TkJS393ba_NqNt9-g_,Test@123,PASS
176f04d0-f51f-48c6-b4ca-39e42779a03e,stg_pune_user13@harakirimail.com,vmwareid:8c01be04-c4ce-468a-970a-c4c8831f42ee,stg_pune_user13@harakirimail.com,Ekx6AlYOYqygP4hkrHCg8d62IkPadTxbzgRDBJKoFZL0WvPFL5YmMArF0PaS51r0,Ax4fPLJHe3HiM34uofIg4nPvjZfxHL2rf88,cfd229ec-5740-42da-b4cb-a19b4a514128,c49e3d0a-849e-4c00-aae4-063ae272df3b,Test@123,PASS
176f04d0-f51f-48c6-b4ca-39e42779a03e,stg_pune_user16@harakirimail.com,vmwareid:76483737-8d82-419b-9c59-0e133aada2ac,stg_pune_user16@harakirimail.com,8pGIj9OXzQCjUFFz4Jpsw4bF_L3cCXgPoe26UOkmrHJWd87Qn1vB-SfbqZ84TLRr,Ax4fPLJHe3HiM34uofIg4nPvjZfxHL2rf88,cfd229ec-5740-42da-b4cb-a19b4a514128,c49e3d0a-849e-4c00-aae4-063ae272df3b,Test@123,PASS
1ab87c24-fe9c-4043-84ff-e504d7365248,stg_pune_user27@harakirimail.com,vmwareid:19d7cbe9-9c14-489c-ad1e-c8b41aec1870,stg_pune_user27@harakirimail.com,hgtoSER1nd85UxPGTQJGhoZN06RbqnWuoUxYD7uOilko5_qmQl4RIHwRg7YCCL5z,PQ15myACnNOtoQGhtZAXtiOIFDLMAlEC7om,ac7cadc3-7e48-411d-a996-565d659d04fa,b05a285c-9685-4fff-b287-3e0fc2385651,Test@123,PASS
1ab87c24-fe9c-4043-84ff-e504d7365248,stg_pune_user26@harakirimail.com,vmwareid:e091a33b-a455-412f-9995-2eb2f294bcf5,stg_pune_user26@harakirimail.com,rKRVvrdYjQQinKMU2QyOnMNeZ75W79wpxU57QfqGpDB9M2CVIl8pPj28iGw9Yd_G,PQ15myACnNOtoQGhtZAXtiOIFDLMAlEC7om,ac7cadc3-7e48-411d-a996-565d659d04fa,b05a285c-9685-4fff-b287-3e0fc2385651,Test@123,PASS
1ab87c24-fe9c-4043-84ff-e504d7365248,stg_pune_user25@harakirimail.com,vmwareid:477a63c2-2dcd-4c0f-9bff-b4c133bd57b1,stg_pune_user25@harakirimail.com,OgGUqCI6hO44eDH4VB5PmlvXre6In9mTK0RsH55D-w_lGxnHnWWSkMCij-vLwqKl,PQ15myACnNOtoQGhtZAXtiOIFDLMAlEC7om,ac7cadc3-7e48-411d-a996-565d659d04fa,b05a285c-9685-4fff-b287-3e0fc2385651,Test@123,PASS
f6ad8be4-c657-4967-95b2-7e0e8f444d1a,stg_pune_user36@harakirimail.com,vmwareid:cdfe6d7e-9017-453f-bf14-6cdd40bf7554,stg_pune_user36@harakirimail.com,W9wFTt2zIY3L0ylbsxEfzMPohGVbRpiY1wf4ezvdftYJLqzHN6S-L6FLgtvFaoy8,u0JpOgBIElHKfQGayKbuNW0IYoWwNH0tdHZ,a520bbc5-d7d2-4536-ab92-25dfc93e9593,f6f73b20-7783-4154-857d-e6b5a40e6a16,Test@123,PASS
1ab87c24-fe9c-4043-84ff-e504d7365248,stg_pune_user30@harakirimail.com,vmwareid:0a5dc775-0209-40cc-8e55-2604bdb8bebc,stg_pune_user30@harakirimail.com,096zMrLvGPXkRy0xHVJfVtrOFTnK2Ta_dTKI4BE_pYMWYwWNIf7esqFBtzTI4lVk,PQ15myACnNOtoQGhtZAXtiOIFDLMAlEC7om,ac7cadc3-7e48-411d-a996-565d659d04fa,b05a285c-9685-4fff-b287-3e0fc2385651,Test@123,PASS
f6ad8be4-c657-4967-95b2-7e0e8f444d1a,stg_pune_user33@harakirimail.com,vmwareid:a6c71986-b2b1-4c22-aaec-f114883397e7,stg_pune_user33@harakirimail.com,nHGwcrBGTHVG7YH0UBVwHMZPWhoUmNbpb5gFykai-O5b5octQwE7iIR4UVfarkVz,u0JpOgBIElHKfQGayKbuNW0IYoWwNH0tdHZ,a520bbc5-d7d2-4536-ab92-25dfc93e9593,f6f73b20-7783-4154-857d-e6b5a40e6a16,Test@123,PASS
f6ad8be4-c657-4967-95b2-7e0e8f444d1a,stg_pune_user31@harakirimail.com,vmwareid:9e012da0-ce71-45ab-a60a-d369ae1935d2,stg_pune_user31@harakirimail.com,C8Kj1LqLPARD5YB8DYhDbcD3WSc9duoqDTQ1BxmocjgSC1ZZQ_dNvXm0qvpTczFj,u0JpOgBIElHKfQGayKbuNW0IYoWwNH0tdHZ,a520bbc5-d7d2-4536-ab92-25dfc93e9593,f6f73b20-7783-4154-857d-e6b5a40e6a16,Test@123,PASS
1ab87c24-fe9c-4043-84ff-e504d7365248,stg_pune_user29@harakirimail.com,vmwareid:5d8d4e54-a1e5-4330-adbd-4deec68d2e72,stg_pune_user29@harakirimail.com,COM-S7ZKVsFLSRzQpMlgJHuxjpixiMpL2vf3oHFgD-Cc-UHdd-0jEcT8ODMaYni1,PQ15myACnNOtoQGhtZAXtiOIFDLMAlEC7om,ac7cadc3-7e48-411d-a996-565d659d04fa,b05a285c-9685-4fff-b287-3e0fc2385651,Test@123,PASS
f6ad8be4-c657-4967-95b2-7e0e8f444d1a,stg_pune_user32@harakirimail.com,vmwareid:43a3eee4-bee1-4bb2-9078-3ec51e0a800b,stg_pune_user32@harakirimail.com,GD3Mq0BsHZm4qiAwvVCooQvOZRrd8h8e8KqVn0kZM4meLK4t1X3ea_NHKBmLbA15,u0JpOgBIElHKfQGayKbuNW0IYoWwNH0tdHZ,a520bbc5-d7d2-4536-ab92-25dfc93e9593,f6f73b20-7783-4154-857d-e6b5a40e6a16,Test@123,PASS
1ab87c24-fe9c-4043-84ff-e504d7365248,stg_pune_user28@harakirimail.com,vmwareid:d0e56437-e669-43ba-9284-b47892f67881,stg_pune_user28@harakirimail.com,fRqx7qqPxIxtOp1G7r96Pcoq-OpRa_4lN_xG9sia13vZTOwrHettUCfS1SUuFQNo,PQ15myACnNOtoQGhtZAXtiOIFDLMAlEC7om,ac7cadc3-7e48-411d-a996-565d659d04fa,b05a285c-9685-4fff-b287-3e0fc2385651,Test@123,PASS
f6ad8be4-c657-4967-95b2-7e0e8f444d1a,stg_pune_user37@harakirimail.com,vmwareid:1f0a3ef2-ad77-4547-ab24-c1a54fb0ff07,stg_pune_user37@harakirimail.com,KoAdqjevnl1p3PVayzk-BWQnytpI7DnF7HQhh0KMjj6dgsWcx0b8EJ0T0QcJdxRT,u0JpOgBIElHKfQGayKbuNW0IYoWwNH0tdHZ,a520bbc5-d7d2-4536-ab92-25dfc93e9593,f6f73b20-7783-4154-857d-e6b5a40e6a16,Test@123,PASS
f6ad8be4-c657-4967-95b2-7e0e8f444d1a,stg_pune_user34@harakirimail.com,vmwareid:d43fd10c-e401-45a8-b7fa-72c43d33b0b8,stg_pune_user34@harakirimail.com,srbCPN__K6ONO_aJUMLh-B2Jks6Ein-kndl81fwn02R3H3Nm5i91Pv9ybUKpzTsl,u0JpOgBIElHKfQGayKbuNW0IYoWwNH0tdHZ,a520bbc5-d7d2-4536-ab92-25dfc93e9593,f6f73b20-7783-4154-857d-e6b5a40e6a16,Test@123,PASS
f6ad8be4-c657-4967-95b2-7e0e8f444d1a,stg_pune_user40@harakirimail.com,vmwareid:e73a4048-f5e1-4e4d-8dc0-1fc5fcec04de,stg_pune_user40@harakirimail.com,WopqmWJswuyTT_XGNNa0ljsSZvwN8XHk-CQEaXvHBT8YZ8ipOogk8CYaAFqSxh1c,u0JpOgBIElHKfQGayKbuNW0IYoWwNH0tdHZ,a520bbc5-d7d2-4536-ab92-25dfc93e9593,f6f73b20-7783-4154-857d-e6b5a40e6a16,Test@123,PASS
f6ad8be4-c657-4967-95b2-7e0e8f444d1a,stg_pune_user38@harakirimail.com,vmwareid:f18428a2-8f58-4418-9a6f-92a00bf91f23,stg_pune_user38@harakirimail.com,nCH5z40D89ASNsCFsJKb_jI8O9CbTst8Q9wqmTVqk8rBdfFnV6LoM0sP4twQGa8m,u0JpOgBIElHKfQGayKbuNW0IYoWwNH0tdHZ,a520bbc5-d7d2-4536-ab92-25dfc93e9593,f6f73b20-7783-4154-857d-e6b5a40e6a16,Test@123,PASS
f6ad8be4-c657-4967-95b2-7e0e8f444d1a,stg_pune_user39@harakirimail.com,vmwareid:5e9a33c5-967a-4f37-86c5-7fa8713a2a4e,stg_pune_user39@harakirimail.com,BixvoaafOIRBZR5XL5t-jAJ6iGBkWFTjdD0y9GhzQrpFowWSMyYUekFO1nOSuSfV,u0JpOgBIElHKfQGayKbuNW0IYoWwNH0tdHZ,a520bbc5-d7d2-4536-ab92-25dfc93e9593,f6f73b20-7783-4154-857d-e6b5a40e6a16,Test@123,PASS
14a17534-2965-4978-9d50-7be28f3a44a3,stg_pune_user44@harakirimail.com,vmwareid:0a26c6df-475f-4b90-9b10-0e40dcf26eb7,stg_pune_user44@harakirimail.com,7yvfiKTBdeGrSOvfp4xnNlcbZ2-35Cu_orrgT_pFcGEGNSdxpQoTTE_6qxIBnJJi,USDqruiFzU1qs3DahNafgzSJkySjt0lCowp,f035dc3e-ae95-4a14-9529-608ecde58bf4,47bf0e26-4c88-4782-9c48-dc69bc70c5c6,Test@123,PASS
14a17534-2965-4978-9d50-7be28f3a44a3,stg_pune_user41@harakirimail.com,vmwareid:7dd33c9f-0a6c-41dc-bff3-244538c85e80,stg_pune_user41@harakirimail.com,R_UpcW7hg4eHxOjtC3MbjtUJFK6_rZOGJJjSl-g1Dfva7EdDTaO9luLlwa-gaqjF,USDqruiFzU1qs3DahNafgzSJkySjt0lCowp,f035dc3e-ae95-4a14-9529-608ecde58bf4,47bf0e26-4c88-4782-9c48-dc69bc70c5c6,Test@123,PASS
14a17534-2965-4978-9d50-7be28f3a44a3,stg_pune_user43@harakirimail.com,vmwareid:1ff93308-8b19-4ab9-990a-c56e9aa07f67,stg_pune_user43@harakirimail.com,s0CNcTaDj-TG0KhksnG_crTAfqoB9oLmBxsvrFWAAvUYhcKVwhe3bA5h-2sANCf0,USDqruiFzU1qs3DahNafgzSJkySjt0lCowp,f035dc3e-ae95-4a14-9529-608ecde58bf4,47bf0e26-4c88-4782-9c48-dc69bc70c5c6,Test@123,PASS
14a17534-2965-4978-9d50-7be28f3a44a3,stg_pune_user49@harakirimail.com,vmwareid:2d6169c1-aa22-4da4-baee-6685896d4c42,stg_pune_user49@harakirimail.com,YnG0f1fO9aGtlCxKlkUJGAFPpAOeRMyP5aPniZd4TgUYrnOm-GgXEp5Q0eRL5k25,USDqruiFzU1qs3DahNafgzSJkySjt0lCowp,f035dc3e-ae95-4a14-9529-608ecde58bf4,47bf0e26-4c88-4782-9c48-dc69bc70c5c6,Test@123,PASS
e345df99-cdbd-4b6a-b6c3-cc33ea2fc35c,cspperf_user20006@cspperf.com,00a291e5-e699-40a3-94ba-fc80b697f486:14728f0b-2bd8-4d85-839d-37b1e437be63,cspperf_user20006@cspperf.com,lxg1oMEf0cGHwmV7A3eINBNh_Bf38EJoPiQ51yNgdS7r612e20hMcrI4gpDifBte,MNG6QTTCgHwkoWHnPTsDjj8TNQrViwEgHjc,65c96712-1e80-4c15-bb82-48f7cca12433,YQIuNVm1L4TkJS393ba_NqNt9-g_,Test@123,PASS
e345df99-cdbd-4b6a-b6c3-cc33ea2fc35c,cspperf_user20003@cspperf.com,00a291e5-e699-40a3-94ba-fc80b697f486:617bdccc-3c14-4a1f-aa46-754b3d8651ba,cspperf_user20003@cspperf.com,Gt9OBnj7g2rDrbqOE3ZqkmF1D78LYigWxVDIeR4syfB9NkqSlfCyZVWrydYgmSwp,MNG6QTTCgHwkoWHnPTsDjj8TNQrViwEgHjc,65c96712-1e80-4c15-bb82-48f7cca12433,YQIuNVm1L4TkJS393ba_NqNt9-g_,Test@123,PASS
14a17534-2965-4978-9d50-7be28f3a44a3,stg_pune_user47@harakirimail.com,vmwareid:feab88ad-2c6a-4743-adfe-d1beb66a292b,stg_pune_user47@harakirimail.com,qzOQVb6s_NMYHyKUN4yQsHKrmHX0Zts2O8iejIyeYFlrXzxpMUqpIyHHxre2mSBt,USDqruiFzU1qs3DahNafgzSJkySjt0lCowp,f035dc3e-ae95-4a14-9529-608ecde58bf4,47bf0e26-4c88-4782-9c48-dc69bc70c5c6,Test@123,PASS
14a17534-2965-4978-9d50-7be28f3a44a3,stg_pune_user50@harakirimail.com,vmwareid:8cea959a-c5e9-4066-8dc8-a0a7fbec7fc4,stg_pune_user50@harakirimail.com,LkbEjZl0TFc_BTVj_LYL__7y96giGimJhUB8MoEXwfZHpRcl3ioPdbqgQrlRW9xV,USDqruiFzU1qs3DahNafgzSJkySjt0lCowp,f035dc3e-ae95-4a14-9529-608ecde58bf4,47bf0e26-4c88-4782-9c48-dc69bc70c5c6,Test@123,PASS
4a6b3f64-a745-463b-8c58-55fec2155143,stg_pune_user100@harakirimail.com,vmwareid:9628951f-8e4a-4311-83c6-89eed627f375,stg_pune_user100@harakirimail.com,6kJYw4oeGC--LOV8Dy6GCQw3wvDdxJwRFl0tCyP7y51hRkTaN_qqZGJfBweLrGNg,hZE0Bo0itTnqA0jSkV33CyPjesTTAyBeNrv,a062501e-d6c3-47e5-baee-eb6db3769d50,63cd4459-8222-4bbe-9add-bf7a276ad35f,Test@123,PASS
14a17534-2965-4978-9d50-7be28f3a44a3,stg_pune_user46@harakirimail.com,vmwareid:445d7d34-cb0a-41f7-b171-da35f6483dd1,stg_pune_user46@harakirimail.com,0wnfXm-vjHW7aUE3WbyqddFO1o1mlwCaJpNZmhpaobpaQStKusDAPvfyWJu8IGYa,USDqruiFzU1qs3DahNafgzSJkySjt0lCowp,f035dc3e-ae95-4a14-9529-608ecde58bf4,47bf0e26-4c88-4782-9c48-dc69bc70c5c6,Test@123,PASS
14a17534-2965-4978-9d50-7be28f3a44a3,stg_pune_user48@harakirimail.com,vmwareid:1ed313af-63b3-4fb7-a876-7208be0d5678,stg_pune_user48@harakirimail.com,nY1Do6k7VgejHDV54UWvMYd0YuzxgpPGTHYpu-n8z8yvDDqOBYp2pIcJANZ4Nto_,USDqruiFzU1qs3DahNafgzSJkySjt0lCowp,f035dc3e-ae95-4a14-9529-608ecde58bf4,47bf0e26-4c88-4782-9c48-dc69bc70c5c6,Test@123,PASS
14a17534-2965-4978-9d50-7be28f3a44a3,stg_pune_user42@harakirimail.com,vmwareid:f20c8ad6-0d2f-4238-9d56-52e2258ba1fe,stg_pune_user42@harakirimail.com,2vsj4a3BAMIYeypXAGehRA0-tDeXQz08QZWvlLCWR9KEBqs4D2CK79Tb8RFxk1cr,USDqruiFzU1qs3DahNafgzSJkySjt0lCowp,f035dc3e-ae95-4a14-9529-608ecde58bf4,47bf0e26-4c88-4782-9c48-dc69bc70c5c6,Test@123,PASS
e345df99-cdbd-4b6a-b6c3-cc33ea2fc35c,cspperf_user20011@cspperf.com,00a291e5-e699-40a3-94ba-fc80b697f486:e9c4f868-94e7-4a38-8f13-d0d1c586146a,cspperf_user20011@cspperf.com,GYQEAsq-FY31c65HETXOBH_cac6plafVGLUmaraDRVSMHB7l4VgDx8r8WaJqiwoY,MNG6QTTCgHwkoWHnPTsDjj8TNQrViwEgHjc,65c96712-1e80-4c15-bb82-48f7cca12433,YQIuNVm1L4TkJS393ba_NqNt9-g_,Test@123,PASS
e345df99-cdbd-4b6a-b6c3-cc33ea2fc35c,cspperf_user20007@cspperf.com,00a291e5-e699-40a3-94ba-fc80b697f486:f018bc89-7c19-40ea-a9ca-ca56ae467d66,cspperf_user20007@cspperf.com,E4yzx-iJeSiupmCJ8t4Gq4UMcCscoYewJE4Pf1XfmPVY1CeYtaoxyOOxGWKdYvSO,MNG6QTTCgHwkoWHnPTsDjj8TNQrViwEgHjc,65c96712-1e80-4c15-bb82-48f7cca12433,YQIuNVm1L4TkJS393ba_NqNt9-g_,Test@123,PASS
e345df99-cdbd-4b6a-b6c3-cc33ea2fc35c,cspperf_user20005@cspperf.com,00a291e5-e699-40a3-94ba-fc80b697f486:808816e6-3569-479b-bef1-a813938272d2,cspperf_user20005@cspperf.com,h9zRcS8I79Mo4fWqFSy07TPl3aH1b96ONbPY9QTuWnm-aPigaa6EVsSuMniIVAJ0,MNG6QTTCgHwkoWHnPTsDjj8TNQrViwEgHjc,65c96712-1e80-4c15-bb82-48f7cca12433,YQIuNVm1L4TkJS393ba_NqNt9-g_,Test@123,PASS
